Airline,Source,Destination,Duration,Total_Stops,Price,status,Many_Stops,Dep_hour,Arrival_hour,Dep_period,Journey_day,Journey_month,Journey_weekday,Is_weekend,Is_long_flight
Air India,Kolkata,Banglore,2.58,0,4435,economy,0,20,23,Night,15,3,4,0,0
Multiple carriers,Delhi,Cochin,11.5,1,11789,economy,0,7,19,Morning,27,6,3,0,0
SpiceJet,Banglore,Delhi,2.92,0,3919,economy,0,21,0,Night,3,4,2,0,0
Jet Airways,Banglore,Delhi,2.92,0,5198,economy,0,15,18,Afternoon,6,4,5,1,0
Vistara,Kolkata,Banglore,25.83,1,8820,economy,0,17,18,Afternoon,9,5,3,0,1
IndiGo,Mumbai,Hyderabad,1.5,0,2754,economy,0,12,13,Afternoon,6,5,0,0,0
Vistara,Kolkata,Banglore,27.08,1,8085,economy,0,20,23,Night,9,6,6,1,1
Jet Airways,Kolkata,Banglore,24.67,1,10539,economy,0,20,21,Night,9,6,6,1,1
Jet Airways,Kolkata,Banglore,12.5,1,14676,economy,0,9,22,Morning,9,6,6,1,0
Jet Airways,Delhi,Cochin,26.17,1,6017,economy,0,2,4,Early_Morning,27,3,2,0,1
Jet Airways,Banglore,Delhi,3.08,0,4544,economy,0,18,22,Night,1,4,0,0,0
Jet Airways,Banglore,Delhi,2.92,0,7229,economy,0,11,14,Morning,3,5,4,0,0
Air India,Delhi,Cochin,21.25,2,16373,economy,0,22,19,Night,9,3,5,1,0
Air India,Kolkata,Banglore,17.42,2,10991,economy,0,5,23,Early_Morning,1,5,2,0,0
Jet Airways,Kolkata,Banglore,21.92,1,9663,economy,0,14,12,Afternoon,18,5,5,1,0
Air India,Banglore,Delhi,25.33,1,14305,economy,0,22,23,Night,1,3,4,0,1
Air Asia,Delhi,Cochin,14.42,1,6752,economy,0,16,7,Afternoon,15,5,2,0,0
Jet Airways,Kolkata,Banglore,16.83,1,8529,economy,0,16,9,Afternoon,12,6,2,0,0
IndiGo,Delhi,Cochin,3.25,0,4729,economy,0,5,8,Early_Morning,27,3,2,0,0
Multiple carriers,Delhi,Cochin,12.25,1,7670,economy,0,8,21,Morning,18,5,5,1,0
Jet Airways,Mumbai,Hyderabad,1.5,0,4995,economy,0,10,11,Morning,3,5,4,0,0
Jet Airways,Banglore,Delhi,3.0,0,7229,economy,0,8,11,Morning,1,5,2,0,0
IndiGo,Banglore,Delhi,2.92,0,4823,economy,0,7,10,Morning,27,4,5,1,0
Air Asia,Kolkata,Banglore,2.5,0,3782,economy,0,19,22,Night,27,3,2,0,0
Jet Airways,Delhi,Cochin,24.75,1,12898,economy,0,18,19,Night,21,5,1,0,1
SpiceJet,Kolkata,Banglore,2.33,0,3841,economy,0,22,0,Night,24,5,4,0,0
Multiple carriers,Delhi,Cochin,8.42,1,9627,economy,0,10,19,Morning,18,5,5,1,0
Jet Airways,Kolkata,Banglore,14.83,1,14571,economy,0,21,12,Night,9,6,6,1,0
IndiGo,Kolkata,Banglore,2.58,0,6985,economy,0,15,17,Afternoon,24,3,6,1,0
Jet Airways,Mumbai,Hyderabad,1.42,0,8040,economy,0,7,8,Morning,21,6,4,0,0
IndiGo,Kolkata,Banglore,2.58,0,4804,economy,0,22,0,Night,21,6,4,0,0
Multiple carriers,Delhi,Cochin,14.08,1,10678,economy,0,4,19,Early_Morning,27,6,3,0,0
Jet Airways,Kolkata,Banglore,25.25,1,14231,economy,0,16,18,Afternoon,24,3,6,1,1
Jet Airways,Kolkata,Banglore,20.33,1,8529,economy,0,20,16,Night,12,6,2,0,0
Air India,Delhi,Cochin,8.33,2,11753,economy,0,10,19,Morning,24,6,0,0,0
Jet Airways,Kolkata,Banglore,9.75,1,13374,economy,0,18,4,Night,6,6,3,0,0
Air India,Mumbai,Hyderabad,1.33,0,3625,economy,0,21,22,Night,1,5,2,0,0
Jet Airways,Delhi,Cochin,27.0,1,16079,economy,0,16,19,Afternoon,21,5,1,0,1
Jet Airways,Delhi,Cochin,15.67,1,10262,economy,0,20,12,Night,27,6,3,0,0
Jet Airways,Kolkata,Banglore,5.5,1,9663,economy,0,6,12,Morning,15,5,2,0,0
Multiple carriers,Delhi,Cochin,7.5,1,9595,economy,0,18,1,Night,18,5,5,1,0
IndiGo,Kolkata,Banglore,2.58,0,4804,economy,0,17,19,Afternoon,24,6,0,0,0
Air India,Kolkata,Banglore,19.42,2,12744,economy,0,10,5,Morning,9,6,6,1,0
Air India,Banglore,Delhi,2.83,0,6961,economy,0,13,16,Afternoon,1,6,5,1,0
Jet Airways,Kolkata,Banglore,14.58,1,9663,economy,0,14,4,Afternoon,6,5,0,0,0
Multiple carriers,Delhi,Cochin,8.67,1,7575,economy,0,10,19,Morning,21,5,1,0,0
Air India,Banglore,Delhi,15.42,2,13355,economy,0,19,10,Night,3,3,6,1,0
Air India,Kolkata,Banglore,28.33,2,12592,economy,0,9,13,Morning,24,5,4,0,1
Air India,Mumbai,Hyderabad,1.5,0,3625,economy,0,13,15,Afternoon,1,6,5,1,0
Jet Airways,Delhi,Cochin,13.42,1,10262,economy,0,15,4,Afternoon,24,6,0,0,0
Air India,Delhi,Cochin,23.5,2,9443,economy,0,19,19,Night,21,5,1,0,0
Air India,Delhi,Cochin,10.58,1,18959,economy,0,8,19,Morning,9,3,5,1,0
IndiGo,Mumbai,Hyderabad,1.42,0,4784,economy,0,6,7,Morning,3,3,6,1,0
Air India,Kolkata,Banglore,18.5,1,7893,economy,0,17,12,Afternoon,1,4,0,0,0
Air India,Delhi,Cochin,24.83,2,14431,economy,0,6,7,Morning,27,6,3,0,1
Jet Airways,Banglore,Delhi,5.67,1,79512,Business,0,5,11,Early_Morning,1,3,4,0,0
Jet Airways,Mumbai,Hyderabad,1.5,0,3210,economy,0,19,21,Night,24,5,4,0,0
Multiple carriers,Delhi,Cochin,15.0,1,13677,economy,0,6,21,Morning,9,3,5,1,0
Air India,Delhi,Cochin,27.33,1,7480,economy,0,6,9,Morning,27,5,0,0,1
Air India,Delhi,Cochin,12.67,1,8372,economy,0,19,7,Night,24,6,0,0,0
Jet Airways,Delhi,Cochin,23.0,2,11664,economy,0,5,4,Early_Morning,27,3,2,0,0
Air India,Banglore,Delhi,2.75,0,6961,economy,0,10,12,Morning,18,6,1,0,0
Air India,Banglore,Delhi,2.75,0,6121,economy,0,17,19,Afternoon,24,4,2,0,0
Air India,Banglore,Delhi,2.75,0,5911,economy,0,6,8,Morning,12,4,4,0,0
GoAir,Banglore,Delhi,2.83,0,3398,economy,0,11,14,Morning,6,5,0,0,0
Multiple carriers,Delhi,Cochin,6.5,1,7530,economy,0,19,1,Night,9,6,6,1,0
GoAir,Banglore,Delhi,2.75,0,3419,economy,0,20,23,Night,24,5,4,0,0
Vistara,Banglore,Delhi,2.92,0,6558,economy,0,21,0,Night,24,3,6,1,0
Air India,Kolkata,Banglore,23.92,1,10203,economy,0,20,20,Night,9,6,6,1,0
Jet Airways,Banglore,Delhi,25.42,1,11087,economy,0,18,20,Night,12,3,1,0,1
SpiceJet,Banglore,Delhi,2.83,0,5575,economy,0,20,23,Night,24,3,6,1,0
Air Asia,Delhi,Cochin,14.5,1,6152,economy,0,7,22,Morning,24,4,2,0,0
Jet Airways,Kolkata,Banglore,7.25,1,5608,economy,0,10,17,Morning,9,5,3,0,0
Jet Airways,Banglore,Delhi,22.75,1,17261,economy,0,11,10,Morning,6,3,2,0,0
GoAir,Banglore,Delhi,2.75,0,3419,economy,0,20,23,Night,6,5,0,0,0
IndiGo,Delhi,Cochin,4.75,1,6218,economy,0,10,15,Morning,21,3,3,0,0
Jet Airways,Delhi,Cochin,10.33,1,14714,economy,0,2,12,Early_Morning,3,6,0,0,0
Multiple carriers,Delhi,Cochin,7.75,1,14848,economy,0,11,19,Morning,3,6,0,0,0
Jet Airways,Kolkata,Banglore,7.25,1,9358,economy,0,10,17,Morning,12,5,6,1,0
Air India,Kolkata,Banglore,22.5,1,8366,economy,0,9,7,Morning,6,5,0,0,0
Multiple carriers,Delhi,Cochin,7.75,1,15342,economy,0,11,19,Morning,6,3,2,0,0
Jet Airways,Mumbai,Hyderabad,1.33,0,5678,economy,0,3,4,Early_Morning,21,3,3,0,0
IndiGo,Kolkata,Banglore,2.58,0,4804,economy,0,22,0,Night,6,5,0,0,0
Jet Airways,Kolkata,Banglore,7.92,1,14571,economy,0,8,16,Morning,24,5,4,0,0
Jet Airways,Kolkata,Banglore,12.33,1,12681,economy,0,8,20,Morning,1,4,0,0,0
Jet Airways,Banglore,Delhi,13.0,1,17261,economy,0,21,10,Night,6,3,2,0,0
Vistara,Kolkata,Banglore,17.75,1,9922,economy,0,17,10,Afternoon,9,6,6,1,0
Jet Airways,Kolkata,Banglore,17.08,1,10844,economy,0,18,12,Night,18,5,5,1,0
SpiceJet,Banglore,Delhi,2.67,0,4423,economy,0,5,8,Early_Morning,21,4,6,1,0
IndiGo,Banglore,Delhi,2.75,0,3419,economy,0,1,4,Early_Morning,24,5,4,0,0
Jet Airways,Delhi,Cochin,5.58,1,14714,economy,0,22,4,Night,24,6,0,0,0
Jet Airways,Banglore,Delhi,5.67,1,11087,economy,0,5,11,Early_Morning,9,3,5,1,0
IndiGo,Delhi,Cochin,9.5,1,6316,economy,0,16,1,Afternoon,27,6,3,0,0
SpiceJet,Chennai,Kolkata,2.25,0,3543,economy,0,9,12,Morning,27,5,0,0,0
Jet Airways,Kolkata,Banglore,17.08,1,14571,economy,0,18,12,Night,6,6,3,0,0
Jet Airways,Kolkata,Banglore,8.42,1,14676,economy,0,9,18,Morning,9,6,6,1,0
Jet Airways,Banglore,Delhi,16.58,1,17261,economy,0,16,9,Afternoon,6,3,2,0,0
Jet Airways,Kolkata,Banglore,15.17,1,13941,economy,0,8,23,Morning,15,5,2,0,0
Air India,Delhi,Cochin,26.08,1,13348,economy,0,6,8,Morning,3,3,6,1,1
Jet Airways,Banglore,Delhi,2.92,0,8016,economy,0,11,14,Morning,18,6,1,0,0
Jet Airways,Delhi,Cochin,5.5,1,12898,economy,0,7,12,Morning,27,5,0,0,0
Jet Airways,Banglore,Delhi,3.08,0,7229,economy,0,18,22,Night,9,4,1,0,0
SpiceJet,Mumbai,Hyderabad,1.5,0,2017,economy,0,5,7,Early_Morning,27,6,3,0,0
Jet Airways,Banglore,Delhi,11.17,1,16736,economy,0,8,19,Morning,6,3,2,0,0
SpiceJet,Kolkata,Banglore,2.5,0,3873,economy,0,17,19,Afternoon,18,6,1,0,0
IndiGo,Delhi,Cochin,8.17,1,6704,economy,0,14,22,Afternoon,9,5,3,0,0
Jet Airways,Kolkata,Banglore,24.92,1,10844,economy,0,18,19,Night,6,6,3,0,1
Vistara,Banglore,Delhi,2.67,0,7450,economy,0,19,22,Night,9,3,5,1,0
Jet Airways,Banglore,Delhi,12.17,1,16736,economy,0,16,5,Afternoon,6,3,2,0,0
Jet Airways,Delhi,Cochin,21.58,1,10262,economy,0,15,12,Afternoon,15,6,5,1,0
Air India,Kolkata,Banglore,34.42,2,10991,economy,0,5,16,Early_Morning,1,5,2,0,1
SpiceJet,Banglore,Delhi,2.92,0,3311,economy,0,21,0,Night,6,6,3,0,0
IndiGo,Delhi,Cochin,14.92,1,7081,economy,0,10,1,Morning,24,5,4,0,0
IndiGo,Banglore,Delhi,3.0,0,3943,economy,0,21,0,Night,27,4,5,1,0
Air India,Delhi,Cochin,6.25,1,8372,economy,0,13,19,Afternoon,21,5,1,0,0
Air India,Delhi,Cochin,23.5,2,11701,economy,0,19,19,Night,9,3,5,1,0
Jet Airways,Banglore,Delhi,2.92,0,5769,economy,0,15,18,Afternoon,3,6,0,0,0
Multiple carriers,Delhi,Cochin,10.42,2,15965,economy,0,15,1,Afternoon,12,6,2,0,0
SpiceJet,Banglore,Delhi,2.83,0,4423,economy,0,9,12,Morning,12,6,2,0,0
Jet Airways,Banglore,Delhi,4.67,1,6136,economy,0,9,14,Morning,15,3,4,0,0
Jet Airways,Banglore,Delhi,6.08,1,11087,economy,0,16,23,Afternoon,12,3,1,0,0
IndiGo,Chennai,Kolkata,2.42,0,3540,economy,0,5,7,Early_Morning,3,6,0,0,0
Jet Airways,Delhi,Cochin,14.42,1,12898,economy,0,14,4,Afternoon,21,5,1,0,0
IndiGo,Banglore,Delhi,2.75,0,4591,economy,0,6,8,Morning,18,4,3,0,0
Air India,Delhi,Cochin,27.67,1,8635,economy,0,4,7,Early_Morning,24,3,6,1,1
Jet Airways,Delhi,Cochin,10.0,1,14714,economy,0,9,19,Morning,27,6,3,0,0
Jet Airways,Kolkata,Banglore,22.75,1,14151,economy,0,20,19,Night,18,5,5,1,0
Multiple carriers,Delhi,Cochin,14.33,1,8835,economy,0,4,19,Early_Morning,1,6,5,1,0
Air India,Kolkata,Banglore,15.42,1,11936,economy,0,17,8,Afternoon,21,5,1,0,0
Jet Airways,Delhi,Cochin,15.0,2,13882,economy,0,21,12,Night,9,6,6,1,0
Air India,Delhi,Cochin,16.08,1,5117,economy,0,17,9,Afternoon,1,4,0,0,0
Jet Airways,Banglore,Delhi,2.92,0,4544,economy,0,15,18,Afternoon,24,5,4,0,0
IndiGo,Delhi,Cochin,15.67,1,6442,economy,0,6,22,Morning,15,5,2,0,0
IndiGo,Mumbai,Hyderabad,1.58,0,2227,economy,0,20,21,Night,21,5,1,0,0
Jet Airways,Banglore,Delhi,2.75,0,7229,economy,0,6,8,Morning,15,4,0,0,0
Jet Airways,Delhi,Cochin,6.0,1,10262,economy,0,13,19,Afternoon,1,6,5,1,0
Jet Airways,Banglore,Delhi,13.33,1,13817,economy,0,8,21,Morning,12,3,1,0,0
SpiceJet,Delhi,Cochin,4.92,1,5975,economy,0,17,22,Afternoon,21,5,1,0,0
IndiGo,Kolkata,Banglore,2.67,0,4148,economy,0,21,0,Night,21,3,3,0,0
Multiple carriers,Delhi,Cochin,9.5,1,13587,economy,0,11,21,Morning,6,6,3,0,0
Jet Airways,Mumbai,Hyderabad,1.33,0,2759,economy,0,3,4,Early_Morning,21,3,3,0,0
Jet Airways,Banglore,Delhi,3.0,0,7229,economy,0,19,22,Night,15,5,2,0,0
Air India,Delhi,Cochin,24.58,2,13547,economy,0,7,7,Morning,9,5,3,0,1
SpiceJet,Kolkata,Banglore,2.58,0,3873,economy,0,6,9,Morning,21,6,4,0,0
Jet Airways,Kolkata,Banglore,12.17,1,14388,economy,0,16,4,Afternoon,21,5,1,0,0
Jet Airways,Kolkata,Banglore,15.17,1,13731,economy,0,18,10,Night,24,5,4,0,0
SpiceJet,Kolkata,Banglore,2.67,0,3815,economy,0,6,9,Morning,27,3,2,0,0
Jet Airways,Mumbai,Hyderabad,1.5,0,5678,economy,0,15,17,Afternoon,15,3,4,0,0
Jet Airways,Kolkata,Banglore,24.92,1,9663,economy,0,8,9,Morning,9,5,3,0,1
GoAir,Kolkata,Banglore,7.58,1,8855,economy,0,16,0,Afternoon,21,5,1,0,0
Jet Airways,Delhi,Cochin,18.75,2,15129,economy,0,9,4,Morning,9,5,3,0,0
Jet Airways,Banglore,Delhi,6.08,1,13555,economy,0,16,23,Afternoon,18,3,0,0,0
Jet Airways,Kolkata,Banglore,11.08,1,10844,economy,0,21,8,Night,21,5,1,0,0
Jet Airways,Banglore,Delhi,9.67,1,7832,economy,0,11,21,Morning,21,3,3,0,0
Jet Airways,Delhi,Cochin,13.5,2,11150,economy,0,23,12,Night,27,6,3,0,0
Vistara,Kolkata,Banglore,14.42,1,8452,economy,0,20,10,Night,9,5,3,0,0
Multiple carriers,Delhi,Cochin,6.42,1,9646,economy,0,9,16,Morning,9,6,6,1,0
IndiGo,Banglore,Delhi,2.83,0,3943,economy,0,10,13,Morning,24,6,0,0,0
GoAir,Delhi,Cochin,5.92,1,5281,economy,0,7,12,Morning,12,6,2,0,0
Air India,Delhi,Cochin,14.42,2,14667,economy,0,17,7,Afternoon,1,6,5,1,0
Jet Airways,Kolkata,Banglore,13.33,1,14571,economy,0,20,9,Night,24,5,4,0,0
Jet Airways,Banglore,Delhi,6.5,1,28097,economy,0,5,12,Early_Morning,1,3,4,0,0
Jet Airways,Banglore,Delhi,22.58,1,17471,economy,0,20,19,Night,6,3,2,0,0
Jet Airways,Delhi,Cochin,11.0,1,10577,economy,0,8,19,Morning,12,6,2,0,0
Multiple carriers,Delhi,Cochin,7.75,1,14848,economy,0,11,19,Morning,24,6,0,0,0
IndiGo,Banglore,Delhi,2.83,0,4591,economy,0,23,2,Night,15,4,0,0,0
IndiGo,Chennai,Kolkata,2.33,0,3597,economy,0,19,21,Night,18,5,5,1,0
IndiGo,Delhi,Cochin,6.33,1,6938,economy,0,16,22,Afternoon,27,5,0,0,0
Air Asia,Kolkata,Banglore,2.5,0,3807,economy,0,19,22,Night,24,6,0,0,0
Jet Airways,Delhi,Cochin,10.0,1,10262,economy,0,9,19,Morning,12,6,2,0,0
Air India,Kolkata,Banglore,12.08,2,11432,economy,0,8,20,Morning,9,5,3,0,0
Jet Airways,Banglore,Delhi,2.67,0,7229,economy,0,19,22,Night,21,3,3,0,0
Multiple carriers,Delhi,Cochin,7.75,1,14848,economy,0,11,19,Morning,21,5,1,0,0
Jet Airways,Kolkata,Banglore,17.08,1,8586,economy,0,6,23,Morning,15,5,2,0,0
Multiple carriers,Delhi,Cochin,8.67,1,6106,economy,0,10,19,Morning,9,4,1,0,0
SpiceJet,Kolkata,Banglore,2.33,0,3873,economy,0,22,0,Night,3,5,4,0,0
Jet Airways,Delhi,Cochin,7.33,2,15812,economy,0,11,19,Morning,15,6,5,1,0
Jet Airways,Kolkata,Banglore,18.0,1,12121,economy,0,20,14,Night,24,5,4,0,0
Jet Airways,Kolkata,Banglore,13.33,1,8586,economy,0,6,19,Morning,12,5,6,1,0
Multiple carriers,Delhi,Cochin,11.75,1,7354,economy,0,7,19,Morning,12,6,2,0,0
IndiGo,Kolkata,Banglore,2.67,0,4778,economy,0,21,0,Night,6,3,2,0,0
IndiGo,Delhi,Cochin,12.5,1,6838,economy,0,8,21,Morning,9,6,6,1,0
Multiple carriers,Delhi,Cochin,12.58,1,10276,economy,0,9,22,Morning,6,3,2,0,0
Jet Airways,Banglore,Delhi,3.0,0,8016,economy,0,8,11,Morning,18,6,1,0,0
Air India,Banglore,Delhi,10.25,1,4943,economy,0,8,18,Morning,21,3,3,0,0
IndiGo,Banglore,Delhi,2.83,0,4823,economy,0,8,11,Morning,24,6,0,0,0
Jet Airways,Kolkata,Banglore,7.92,1,12996,economy,0,8,16,Morning,1,4,0,0,0
Air India,Delhi,Cochin,10.25,1,9929,economy,0,9,19,Morning,27,5,0,0,0
Multiple carriers,Delhi,Cochin,15.5,1,9508,economy,0,10,1,Morning,3,6,0,0,0
Air India,Delhi,Cochin,3.08,0,5674,economy,0,18,21,Night,21,3,3,0,0
IndiGo,Chennai,Kolkata,2.42,0,3858,economy,0,11,14,Morning,18,6,1,0,0
IndiGo,Kolkata,Banglore,2.58,0,4804,economy,0,22,0,Night,24,5,4,0,0
Multiple carriers,Delhi,Cochin,11.5,1,13377,economy,0,14,1,Afternoon,27,5,0,0,0
Jet Airways,Delhi,Cochin,13.42,1,12898,economy,0,15,4,Afternoon,27,5,0,0,0
Air Asia,Kolkata,Banglore,2.58,0,4409,economy,0,10,12,Morning,1,6,5,1,0
Air Asia,Delhi,Cochin,14.5,1,8759,economy,0,7,22,Morning,1,6,5,1,0
Air India,Banglore,Delhi,23.42,1,10394,economy,0,0,23,Early_Morning,3,3,6,1,0
IndiGo,Chennai,Kolkata,2.42,0,3858,economy,0,11,14,Morning,18,3,0,0,0
Air Asia,Delhi,Cochin,5.5,1,6253,economy,0,7,13,Morning,15,6,5,1,0
Jet Airways,Delhi,Cochin,17.42,2,15129,economy,0,19,12,Night,27,5,0,0,0
GoAir,Kolkata,Banglore,7.83,1,4773,economy,0,6,14,Morning,24,3,6,1,0
Jet Airways,Kolkata,Banglore,26.83,1,9663,economy,0,6,9,Morning,21,5,1,0,1
Jet Airways,Kolkata,Banglore,16.75,1,12692,economy,0,17,9,Afternoon,12,6,2,0,0
IndiGo,Banglore,Delhi,2.75,0,3943,economy,0,1,4,Early_Morning,6,6,3,0,0
Jet Airways,Kolkata,Banglore,28.08,1,10703,economy,0,17,21,Afternoon,12,5,6,1,1
IndiGo,Delhi,Cochin,14.33,1,8784,economy,0,6,21,Morning,27,3,2,0,0
Multiple carriers,Delhi,Cochin,9.75,1,11622,economy,0,9,19,Morning,9,6,6,1,0
IndiGo,Chennai,Kolkata,2.33,0,5277,economy,0,22,0,Night,24,5,4,0,0
Air Asia,Delhi,Cochin,14.42,1,8327,economy,0,16,7,Afternoon,21,5,1,0,0
IndiGo,Delhi,Cochin,3.25,0,6885,economy,0,5,8,Early_Morning,9,3,5,1,0
Jet Airways,Banglore,Delhi,3.0,0,8016,economy,0,17,20,Afternoon,12,6,2,0,0
IndiGo,Delhi,Cochin,5.08,1,10112,economy,0,23,4,Night,1,6,5,1,0
IndiGo,Delhi,Cochin,8.08,1,14871,economy,0,17,1,Afternoon,6,3,2,0,0
Jet Airways,Delhi,Cochin,10.0,1,10262,economy,0,9,19,Morning,9,6,6,1,0
Jet Airways,Mumbai,Hyderabad,1.5,0,2470,economy,0,19,21,Night,24,3,6,1,0
Air India,Delhi,Cochin,20.17,2,11622,economy,0,13,9,Afternoon,9,3,5,1,0
Vistara,Kolkata,Banglore,14.42,1,8662,economy,0,20,10,Night,6,5,0,0,0
Air India,Delhi,Cochin,26.0,2,11972,economy,0,17,19,Afternoon,24,6,0,0,1
Jet Airways,Delhi,Cochin,19.0,2,11992,economy,0,9,4,Morning,6,6,3,0,0
Jet Airways,Delhi,Cochin,18.42,1,12373,economy,0,10,4,Morning,18,5,5,1,0
Multiple carriers,Delhi,Cochin,15.5,1,7198,economy,0,10,1,Morning,1,6,5,1,0
Jet Airways,Delhi,Cochin,5.5,1,14714,economy,0,7,12,Morning,15,6,5,1,0
IndiGo,Delhi,Cochin,9.5,1,6316,economy,0,16,1,Afternoon,9,6,6,1,0
Air India,Delhi,Cochin,14.58,1,5998,economy,0,17,8,Afternoon,27,3,2,0,0
Jet Airways,Kolkata,Banglore,21.42,1,13044,economy,0,18,16,Night,12,6,2,0,0
Multiple carriers,Delhi,Cochin,9.42,1,9646,economy,0,13,22,Afternoon,12,6,2,0,0
Air Asia,Delhi,Cochin,14.42,1,6451,economy,0,16,7,Afternoon,27,6,3,0,0
GoAir,Delhi,Cochin,5.92,1,5281,economy,0,7,12,Morning,24,6,0,0,0
Jet Airways,Mumbai,Hyderabad,1.5,0,2228,economy,0,19,21,Night,1,5,2,0,0
IndiGo,Banglore,Delhi,2.75,0,3943,economy,0,6,8,Morning,1,6,5,1,0
Air India,Delhi,Cochin,20.75,2,11753,economy,0,10,7,Morning,15,6,5,1,0
Jet Airways,Delhi,Cochin,28.92,2,8728,economy,0,13,18,Afternoon,21,3,3,0,1
SpiceJet,Delhi,Cochin,4.5,1,4812,economy,0,8,13,Morning,9,5,3,0,0
Jet Airways,Kolkata,Banglore,29.08,1,14151,economy,0,17,22,Afternoon,1,5,2,0,1
Vistara,Kolkata,Banglore,12.75,1,8452,economy,0,20,9,Night,1,5,2,0,0
IndiGo,Kolkata,Banglore,5.08,1,6762,economy,0,15,20,Afternoon,24,3,6,1,0
Jet Airways,Banglore,Delhi,18.33,1,13817,economy,0,18,13,Night,12,3,1,0,0
Jet Airways,Delhi,Cochin,22.58,1,12898,economy,0,14,12,Afternoon,21,5,1,0,0
IndiGo,Kolkata,Banglore,4.42,1,3480,economy,0,19,23,Night,6,4,5,1,0
Jet Airways,Banglore,Delhi,9.67,1,27992,economy,0,11,21,Morning,1,3,4,0,0
Jet Airways,Delhi,Cochin,10.0,2,7791,economy,0,18,4,Night,21,3,3,0,0
Air India,Delhi,Cochin,16.83,1,5704,economy,0,6,23,Morning,21,3,3,0,0
IndiGo,Kolkata,Banglore,5.67,1,5268,economy,0,16,22,Afternoon,21,5,1,0,0
GoAir,Banglore,Delhi,2.83,0,3898,economy,0,11,14,Morning,6,6,3,0,0
SpiceJet,Kolkata,Banglore,2.5,0,3847,economy,0,9,11,Morning,15,3,4,0,0
Multiple carriers,Delhi,Cochin,11.5,1,10877,economy,0,7,19,Morning,12,6,2,0,0
Multiple carriers,Delhi,Cochin,10.5,1,8371,economy,0,8,19,Morning,9,4,1,0,0
Multiple carriers,Delhi,Cochin,15.33,1,7038,economy,0,7,22,Morning,6,6,3,0,0
Jet Airways,Kolkata,Banglore,9.83,1,14571,economy,0,6,16,Morning,9,6,6,1,0
Jet Airways,Kolkata,Banglore,13.33,1,11841,economy,0,20,9,Night,9,6,6,1,0
Jet Airways,Delhi,Cochin,23.17,2,15129,economy,0,13,12,Afternoon,18,5,5,1,0
SpiceJet,Kolkata,Banglore,2.33,0,3841,economy,0,22,0,Night,15,6,5,1,0
Jet Airways,Delhi,Cochin,25.08,1,10262,economy,0,11,12,Morning,24,6,0,0,1
Air India,Kolkata,Banglore,2.58,0,4460,economy,0,20,23,Night,6,4,5,1,0
IndiGo,Banglore,Delhi,2.92,0,7648,economy,0,18,21,Night,3,3,6,1,0
Vistara,Kolkata,Banglore,13.17,1,8610,economy,0,7,20,Morning,6,6,3,0,0
IndiGo,Chennai,Kolkata,2.33,0,3597,economy,0,13,15,Afternoon,18,6,1,0,0
IndiGo,Delhi,Cochin,8.58,1,6442,economy,0,7,16,Morning,24,6,0,0,0
IndiGo,Delhi,Cochin,14.33,1,12351,economy,0,6,21,Morning,9,3,5,1,0
Multiple carriers,Delhi,Cochin,8.0,1,14067,economy,0,17,1,Afternoon,21,5,1,0,0
IndiGo,Banglore,Delhi,2.83,0,4823,economy,0,20,22,Night,15,5,2,0,0
Vistara,Kolkata,Banglore,29.17,1,12102,economy,0,17,22,Afternoon,24,3,6,1,1
Jet Airways,Mumbai,Hyderabad,1.42,0,8040,economy,0,7,8,Morning,24,5,4,0,0
IndiGo,Delhi,Cochin,5.42,1,6582,economy,0,2,7,Early_Morning,9,5,3,0,0
Vistara,Banglore,Delhi,2.83,0,4668,economy,0,11,14,Morning,12,6,2,0,0
IndiGo,Banglore,Delhi,2.83,0,4823,economy,0,20,22,Night,1,4,0,0,0
SpiceJet,Kolkata,Banglore,2.33,0,3873,economy,0,22,0,Night,1,5,2,0,0
Multiple carriers,Delhi,Cochin,8.92,1,8476,economy,0,10,19,Morning,18,5,5,1,0
IndiGo,Delhi,Cochin,5.25,1,5636,economy,0,7,12,Morning,27,5,0,0,0
Jet Airways,Kolkata,Banglore,11.42,1,8586,economy,0,8,19,Morning,12,5,6,1,0
IndiGo,Banglore,Delhi,2.92,0,4823,economy,0,18,21,Night,6,6,3,0,0
Air India,Delhi,Cochin,2.83,0,6881,economy,0,5,8,Early_Morning,6,3,2,0,0
Jet Airways,Kolkata,Banglore,8.5,1,10844,economy,0,14,22,Afternoon,9,5,3,0,0
IndiGo,Kolkata,Banglore,3.67,1,4226,economy,0,19,23,Night,24,4,2,0,0
Jet Airways,Delhi,Cochin,23.75,1,12373,economy,0,19,19,Night,9,5,3,0,0
Air India,Kolkata,Banglore,13.5,2,10697,economy,0,8,21,Morning,6,6,3,0,0
Jet Airways,Mumbai,Hyderabad,1.5,0,4995,economy,0,10,11,Morning,3,6,0,0,0
Air India,Delhi,Cochin,26.58,2,9443,economy,0,16,19,Afternoon,24,6,0,0,1
Jet Airways,Delhi,Cochin,34.0,2,12347,economy,0,18,4,Night,21,3,3,0,1
Multiple carriers,Delhi,Cochin,8.0,1,7408,economy,0,13,21,Afternoon,9,6,6,1,0
Jet Airways,Kolkata,Banglore,14.42,1,7064,economy,0,18,9,Night,1,4,0,0,0
Jet Airways,Delhi,Cochin,15.42,1,13843,economy,0,13,4,Afternoon,6,3,2,0,0
